species,country,in_degree,out_degree,total_degree,in_strength,out_strength,total_strength,betweenness,eigen_centrality,in_degree_norm,out_degree_norm,total_degree_norm
Swine / pigs,Malawi,3,10,13,9,17,26,291.50255660792743,7.948841237250972e-4,0.016216216216216217,0.05405405405405406,0.03513513513513514
Swine / pigs,Montenegro,12,1,13,60,1,61,26.027952602952595,0.2482954001628377,0.06486486486486487,0.005405405405405406,0.03513513513513514
Swine / pigs,North Macedonia,10,3,13,44,11,55,4.129761904761905,0.13918014523022942,0.05405405405405406,0.016216216216216217,0.03513513513513514
Swine / pigs,Philippines,12,1,13,67,1,68,15.671679197994989,0.15900903339856567,0.06486486486486487,0.005405405405405406,0.03513513513513514
Swine / pigs,Republic of Moldova,12,1,13,84,1,85,20.184149184149184,0.39924578464362875,0.06486486486486487,0.005405405405405406,0.03513513513513514
Swine / pigs,Singapore,11,2,13,45,2,47,38.984756352627194,0.065178259753929,0.05945945945945946,0.010810810810810811,0.03513513513513514
Swine / pigs,Zambia,6,7,13,20,16,36,70.63888451701752,0.004452441759217326,0.032432432432432434,0.03783783783783784,0.03513513513513514
Swine / pigs,Armenia,11,1,12,27,3,30,0,0.087693743681836675,0.05945945945945946,0.005405405405405406,0.032432432432432434
Swine / pigs,Botswana,4,8,12,18,10,28,224.41010460109442,0.004460955608600692,0.021621621621621623,0.043243243243243246,0.032432432432432434
Swine / pigs,Costa Rica,3,9,12,22,78,100,75.24856203756458,0.020723804616090736,0.016216216216216217,0.04864864864864865,0.032432432432432434
Swine / pigs,Lebanon,4,8,12,4,9,13,899.9188732563732,0.007175555694418614,0.021621621621621623,0.043243243243243246,0.032432432432432434
Swine / pigs,Mexico,7,5,12,41,8,49,379.8914141414142,0.05169121388610624,0.03783783783783784,0.02702702702702703,0.032432432432432434
Swine / pigs,Rwanda,8,4,12,21,14,35,478.93270015009153,0.018758015081022525,0.043243243243243246,0.021621621621621623,0.032432432432432434
Swine / pigs,Colombia,8,3,11,36,7,43,199.3659090909091,0.051228137748341514,0.043243243243243246,0.016216216216216217,0.02972972972972973
Swine / pigs,Kazakhstan,9,2,11,31,6,37,7.909523809523811,0.09116968660559406,0.04864864864864865,0.010810810810810811,0.02972972972972973
Swine / pigs,Cambodia,9,1,10,33,8,41,1,0.02837921999652923,0.04864864864864865,0.005405405405405406,0.02702702702702703
Swine / pigs,Malta,6,4,10,15,9,24,115.41476578976581,0.06138685360082487,0.032432432432432434,0.021621621621621623,0.02702702702702703
Swine / pigs,Namibia,5,5,10,11,12,23,115.23978063634812,0.0025369600065127743,0.02702702702702703,0.02702702702702703,0.02702702702702703
Swine / pigs,Angola,8,1,9,23,1,24,208.8542291042291,0.01386019232472172,0.043243243243243246,0.005405405405405406,0.024324324324324326
Swine / pigs,Argentina,6,3,9,26,17,43,248.5661075036075,0.01779390377385398,0.032432432432432434,0.016216216216216217,0.024324324324324326
Swine / pigs,Côte d'Ivoire,5,4,9,12,7,19,18.627698032961195,0.03319454580881742,0.02702702702702703,0.021621621621621623,0.024324324324324326
Swine / pigs,Chile,5,4,9,32,34,66,7.905952380952381,0.03382490869804994,0.02702702702702703,0.021621621621621623,0.024324324324324326
Swine / pigs,Democratic Republic of the Congo,7,2,9,22,4,26,383.55181499021006,0.014728812099770516,0.03783783783783784,0.010810810810810811,0.024324324324324326
Swine / pigs,Ecuador,8,1,9,49,1,50,10.125000000000002,0.019283793800539576,0.043243243243243246,0.005405405405405406,0.024324324324324326
Swine / pigs,Israel,8,1,9,39,1,40,35.19570707070706,0.1331296120865004,0.043243243243243246,0.005405405405405406,0.024324324324324326
Swine / pigs,Lao People's Democratic Republic,4,5,9,37,14,51,176,0.0238840856385549,0.021621621621621623,0.02702702702702703,0.024324324324324326
Swine / pigs,Zimbabwe,5,4,9,20,8,28,292.145902151273,0.005235842154149204,0.02702702702702703,0.021621621621621623,0.024324324324324326
Swine / pigs,El Salvador,7,1,8,36,1,37,277.4595238095239,0.012100234586037217,0.03783783783783784,0.005405405405405406,0.021621621621621623
Swine / pigs,Guatemala,6,2,8,49,12,61,0,0.022843409833414645,0.032432432432432434,0.010810810810810811,0.021621621621621623
Swine / pigs,Honduras,5,3,8,37,6,43,19.069047619047616,0.010504380675325725,0.02702702702702703,0.016216216216216217,0.021621621621621623
Swine / pigs,New Zealand,0,8,8,0,12,12,0,2.266893294497682e-18,0,0.043243243243243246,0.021621621621621623
Swine / pigs,Nigeria,7,1,8,24,4,28,0,0.040579340829227865,0.03783783783783784,0.005405405405405406,0.021621621621621623
Swine / pigs,Uruguay,4,4,8,18,13,31,38.92002801120447,0.010674846707180968,0.021621621621621623,0.021621621621621623,0.021621621621621623
Swine / pigs,Dominican Republic,3,4,7,21,8,29,2.575,0.015363743260819348,0.016216216216216217,0.021621621621621623,0.01891891891891892
Swine / pigs,Gambia,7,0,7,13,0,13,0,0.01876705262688492,0.03783783783783784,0,0.01891891891891892
Swine / pigs,Guyana,4,3,7,11,6,17,228.32244924725742,0.009395393056536685,0.021621621621621623,0.016216216216216217,0.01891891891891892
Swine / pigs,Nicaragua,4,3,7,15,8,23,546.7650793650794,0.0024378670639443813,0.021621621621621623,0.016216216216216217,0.01891891891891892
Swine / pigs,Qatar,5,2,7,6,2,8,53.888239538239546,0.006728362695061515,0.02702702702702703,0.010810810810810811,0.01891891891891892
Swine / pigs,Saudi Arabia,5,2,7,7,2,9,336.43126456876456,0.0021870376412103354,0.02702702702702703,0.010810810810810811,0.01891891891891892
Swine / pigs,Serbia and Montenegro,6,1,7,6,1,7,51.76666666666667,0.02523677778176861,0.032432432432432434,0.005405405405405406,0.01891891891891892
Swine / pigs,Togo,5,2,7,6,2,8,549.5397860180753,0.004127056216693125,0.02702702702702703,0.010810810810810811,0.01891891891891892
Swine / pigs,Venezuela (Bolivarian Republic of),7,0,7,30,0,30,0,0.016378427759996067,0.03783783783783784,0,0.01891891891891892
Swine / pigs,Belize,3,3,6,8,6,14,3,0.003506794143335149,0.016216216216216217,0.016216216216216217,0.016216216216216217
Swine / pigs,Bolivia (Plurinational State of),6,0,6,38,0,38,0,0.014955614498693568,0.032432432432432434,0,0.016216216216216217
Swine / pigs,Burundi,5,1,6,13,2,15,1.3333333333333333,0.004648173634241104,0.02702702702702703,0.005405405405405406,0.016216216216216217
Swine / pigs,Cameroon,5,1,6,9,1,10,21.67474747474747,0.020619485342332582,0.02702702702702703,0.005405405405405406,0.016216216216216217
Swine / pigs,"China, Macao SAR",6,0,6,24,0,24,0,0.018550207499869166,0.032432432432432434,0,0.016216216216216217
Swine / pigs,Ethiopia,5,1,6,5,1,6,108.33075229686479,0.006047609597036391,0.02702702702702703,0.005405405405405406,0.016216216216216217
Swine / pigs,Jamaica,3,3,6,8,4,12,220.99166666666667,0.006278301446442005,0.016216216216216217,0.016216216216216217,0.016216216216216217
Swine / pigs,Kuwait,6,0,6,8,0,8,0,0.008459912891218634,0.032432432432432434,0,0.016216216216216217
Swine / pigs,Mali,2,4,6,2,12,14,127.23758408045494,1.4544927589397127e-4,0.010810810810810811,0.021621621621621623,0.016216216216216217
Swine / pigs,Mozambique,5,1,6,16,1,17,122.70776764085585,0.00650268471740124,0.02702702702702703,0.005405405405405406,0.016216216216216217
Swine / pigs,Myanmar,4,2,6,20,4,24,14.139754689754689,0.013993393860105258,0.021621621621621623,0.010810810810810811,0.016216216216216217
Swine / pigs,Senegal,3,3,6,4,3,7,1673.2839063714068,0.011289304920759108,0.016216216216216217,0.016216216216216217,0.016216216216216217
Swine / pigs,Syrian Arab Republic,4,2,6,4,2,6,304.1956751094909,0.012040986653193182,0.021621621621621623,0.010810810810810811,0.016216216216216217
Swine / pigs,Benin,4,1,5,7,1,8,179.11709956709956,0.007918678386834943,0.021621621621621623,0.005405405405405406,0.013513513513513514
Swine / pigs,Nepal,3,2,5,16,10,26,15.806227106227109,0.006480992757499276,0.016216216216216217,0.010810810810810811,0.013513513513513514
Swine / pigs,Oman,4,1,5,5,1,6,3.0772546897546893,0.00326477079081193,0.021621621621621623,0.005405405405405406,0.013513513513513514
Swine / pigs,Panama,5,0,5,25,0,25,0,0.014153703698869934,0.02702702702702703,0,0.013513513513513514
Swine / pigs,Türkiye,4,1,5,5,1,6,8.467099567099567,0.018697111524895223,0.021621621621621623,0.005405405405405406,0.013513513513513514
Swine / pigs,Trinidad and Tobago,1,4,5,15,4,19,0,0.012432192560743339,0.005405405405405406,0.021621621621621623,0.013513513513513514
Swine / pigs,Bahamas,3,1,4,12,1,13,75.24856203756458,0.011924587396737142,0.016216216216216217,0.005405405405405406,0.010810810810810811
Swine / pigs,Bahrain,4,0,4,5,0,5,0,0.0035955126295805365,0.021621621621621623,0,0.010810810810810811
Swine / pigs,Barbados,4,0,4,4,0,4,0,0.00961377257264837,0.021621621621621623,0,0.010810810810810811
Swine / pigs,Burkina Faso,3,1,4,11,2,13,0,0.0010693649719090907,0.016216216216216217,0.005405405405405406,0.010810810810810811
Swine / pigs,Fiji,2,2,4,2,2,4,243.03452380952382,4.503816929064905e-5,0.010810810810810811,0.010810810810810811,0.010810810810810811
Swine / pigs,Gabon,4,0,4,7,0,7,0,0.023763298000851973,0.021621621621621623,0,0.010810810810810811
Swine / pigs,Iran (Islamic Republic of),1,3,4,1,3,4,13.273755411255413,2.231703655420781e-4,0.005405405405405406,0.016216216216216217,0.010810810810810811
Swine / pigs,Peru,2,2,4,22,9,31,0,0.017404772693359077,0.010810810810810811,0.010810810810810811,0.010810810810810811
Swine / pigs,Saint Kitts and Nevis,4,0,4,5,0,5,0,0.0016636831117679389,0.021621621621621623,0,0.010810810810810811
Swine / pigs,Saint Vincent and the Grenadines,2,2,4,3,4,7,1.3333333333333333,1.5401308666775914e-4,0.010810810810810811,0.010810810810810811,0.010810810810810811
Swine / pigs,Sri Lanka,4,0,4,4,0,4,0,0.007662012541633677,0.021621621621621623,0,0.010810810810810811
Swine / pigs,Sudan (former),3,1,4,3,1,4,473.44066072816065,0.003291071160808615,0.016216216216216217,0.005405405405405406,0.010810810810810811
Swine / pigs,Suriname,3,1,4,14,5,19,0,0.07585464726952683,0.016216216216216217,0.005405405405405406,0.010810810810810811
Swine / pigs,Central African Republic,3,0,3,3,0,3,0,0.009905215168085513,0.016216216216216217,0,0.008108108108108109
Swine / pigs,Congo,3,0,3,8,0,8,0,0.02445890316212783,0.016216216216216217,0,0.008108108108108109
Swine / pigs,Democratic People's Republic of Korea,3,0,3,6,0,6,0,0.006383833059538912,0.016216216216216217,0,0.008108108108108109
Swine / pigs,Eswatini,1,2,3,11,2,13,0,0.0012975064498741166,0.005405405405405406,0.010810810810810811,0.008108108108108109
Swine / pigs,French Polynesia,3,0,3,4,0,4,0,8.28812837382896e-4,0.016216216216216217,0,0.008108108108108109
Swine / pigs,Grenada,3,0,3,5,0,5,0,9.08283672486095e-4,0.016216216216216217,0,0.008108108108108109
Swine / pigs,Haiti,3,0,3,5,0,5,0,0.0026198246176675323,0.016216216216216217,0,0.008108108108108109
Swine / pigs,Kyrgyzstan,3,0,3,9,0,9,0,0.022570643710456893,0.016216216216216217,0,0.008108108108108109
Swine / pigs,Niger,1,2,3,1,9,10,9.783333333333333,8.964454479443263e-7,0.005405405405405406,0.010810810810810811,0.008108108108108109
Swine / pigs,Paraguay,3,0,3,19,0,19,0,0.012835844766846165,0.016216216216216217,0,0.008108108108108109
Swine / pigs,Sao Tome and Principe,2,1,3,2,1,3,70.67852147852149,0.0032598966105754587,0.010810810810810811,0.005405405405405406,0.008108108108108109
Swine / pigs,Sudan,2,1,3,3,1,4,345.74884971266545,1.5681850231713299e-4,0.010810810810810811,0.005405405405405406,0.008108108108108109
Swine / pigs,Uzbekistan,3,0,3,4,0,4,0,0.0105219769323869,0.016216216216216217,0,0.008108108108108109
Swine / pigs,Afghanistan,2,0,2,3,0,3,0,0.002018737358289197,0.010810810810810811,0,0.005405405405405406
Swine / pigs,Antigua and Barbuda,1,1,2,1,1,2,60.83333333333333,8.288128373828907e-4,0.005405405405405406,0.005405405405405406,0.005405405405405406
Swine / pigs,Azerbaijan,2,0,2,2,0,2,0,0.005441106022359916,0.010810810810810811,0,0.005405405405405406
Swine / pigs,Bhutan,2,0,2,2,0,2,0,9.366704443222844e-4,0.010810810810810811,0,0.005405405405405406
Swine / pigs,Equatorial Guinea,2,0,2,3,0,3,0,0.005960576707096208,0.010810810810810811,0,0.005405405405405406
Swine / pigs,Guinea,2,0,2,4,0,4,0,0.013785667738993175,0.010810810810810811,0,0.005405405405405406
Swine / pigs,Iraq,2,0,2,2,0,2,0,8.552823057844934e-5,0.010810810810810811,0,0.005405405405405406
Swine / pigs,Jordan,2,0,2,2,0,2,0,8.552823057845237e-5,0.010810810810810811,0,0.005405405405405406
Swine / pigs,Mauritania,1,1,2,1,1,2,0,6.95792120274933e-5,0.005405405405405406,0.005405405405405406,0.005405405405405406
Swine / pigs,Mauritius,2,0,2,4,0,4,0,0.010962492077526073,0.010810810810810811,0,0.005405405405405406
Swine / pigs,Mongolia,2,0,2,8,0,8,0,0.010593267341410997,0.010810810810810811,0,0.005405405405405406
Swine / pigs,Saint Lucia,2,0,2,2,0,2,0,8.462138689991949e-4,0.010810810810810811,0,0.005405405405405406
Swine / pigs,Seychelles,2,0,2,2,0,2,0,0.004605647194754148,0.010810810810810811,0,0.005405405405405406
Swine / pigs,Tonga,1,1,2,1,1,2,177.03452380952382,2.775831065241142e-7,0.005405405405405406,0.005405405405405406,0.005405405405405406
Swine / pigs,Tunisia,1,1,2,2,1,3,7.208333333333332,0.007229691297146217,0.005405405405405406,0.005405405405405406,0.005405405405405406
Swine / pigs,Algeria,1,0,1,1,0,1,0,0.0011707857277693853,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Bangladesh,1,0,1,1,0,1,0,2.2317036554207734e-4,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Brunei Darussalam,1,0,1,1,0,1,0,7.135000787802116e-4,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Cabo Verde,1,0,1,1,0,1,0,0.0024310837731925674,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Chad,0,1,1,0,1,1,0,2.266893294497682e-18,0,0.005405405405405406,0.002702702702702703
Swine / pigs,Comoros,1,0,1,1,0,1,0,3.02743826859349e-4,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Cook Islands,1,0,1,2,0,2,0,6.0450487853271514e-18,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Cuba,1,0,1,1,0,1,0,7.695907138782831e-4,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Dominica,0,1,1,0,1,1,0,2.266893294497682e-18,0,0.005405405405405406,0.002702702702702703
Swine / pigs,Eritrea,1,0,1,2,0,2,0,0.011815944107658648,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Faroe Islands,1,0,1,1,0,1,0,0.0024487789855198103,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Iceland,1,0,1,2,0,2,0,4.945639691932778e-4,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Lesotho,1,0,1,7,0,7,0,8.2568592264716e-4,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Madagascar,1,0,1,1,0,1,0,0.0036148456485731086,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Maldives,1,0,1,1,0,1,0,2.2317036554207886e-4,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Morocco,1,0,1,1,0,1,0,0.003614845648573111,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Nauru,1,0,1,1,0,1,0,0.006143094780269567,0.005405405405405406,0,0.002702702702702703
Swine / pigs,New Caledonia,0,1,1,0,1,1,0,2.266893294497682e-18,0,0.005405405405405406,0.002702702702702703
Swine / pigs,Niue,1,0,1,1,0,1,0,2.266893294497682e-18,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Pakistan,1,0,1,1,0,1,0,8.288128373828885e-4,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Papua New Guinea,1,0,1,1,0,1,0,4.5038169290652824e-5,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Samoa,1,0,1,2,0,2,0,6.0450487853271514e-18,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Solomon Islands,1,0,1,1,0,1,0,4.5038169290654335e-5,0.005405405405405406,0,0.002702702702702703
Swine / pigs,South Sudan,1,0,1,2,0,2,0,1.7075277703442284e-4,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Tajikistan,0,1,1,0,1,1,0,2.266893294497682e-18,0,0.005405405405405406,0.002702702702702703
Swine / pigs,Timor-Leste,1,0,1,3,0,3,0,2.923685822206795e-4,0.005405405405405406,0,0.002702702702702703
Swine / pigs,Tuvalu,1,0,1,1,0,1,0,2.7758310652562547e-7,0.005405405405405406,0,0.002702702702702703
Sheep,United Arab Emirates,46,36,82,223,106,329,5925.842126811246,0.25846267155844266,0.24864864864864866,0.1945945945945946,0.22162162162162163
Sheep,Netherlands (Kingdom of the),31,46,77,218,258,476,433.6106100177494,0.7640660117520127,0.16756756756756758,0.24864864864864866,0.20810810810810812
Sheep,France,25,51,76,202,333,535,793.9530487358879,0.8297581155704568,0.13513513513513514,0.2756756756756757,0.20540540540540542
Sheep,United States of America,18,57,75,53,175,228,5622.508886349828,0.009344902444097783,0.0972972972972973,0.3081081081081081,0.20270270270270271
Sheep,Romania,27,44,71,113,323,436,1083.6644122628547,0.5222974105005509,0.14594594594594595,0.23783783783783785,0.1918918918918919
Sheep,Thailand,16,51,67,29,106,135,4448.743554493008,0.04532644852086485,0.08648648648648649,0.2756756756756757,0.1810810810810811
Sheep,Germany,27,37,64,235,209,444,1591.0448945476144,0.895055110097269,0.14594594594594595,0.2,0.17297297297297298
Sheep,Hungary,20,37,57,105,209,314,658.3903025251371,0.49067715841040205,0.10810810810810811,0.2,0.15405405405405406
Sheep,Spain,20,36,56,115,188,303,913.8209033840443,0.607307513296969,0.10810810810810811,0.1945945945945946,0.15135135135135136
Sheep,United Kingdom of Great Britain and Northern Ireland,25,27,52,83,121,204,2156.29896332985,0.22244316179888476,0.13513513513513514,0.14594594594594595,0.14054054054054055
Sheep,Australia,5,44,49,21,302,323,987.0327276058248,0.004106759122859717,0.02702702702702703,0.23783783783783785,0.13243243243243244
Sheep,Italy,27,22,49,246,97,343,750.535347960093,1,0.14594594594594595,0.11891891891891893,0.13243243243243244
Sheep,Belgium,16,31,47,113,112,225,981.2976434184393,0.5156756177332086,0.08648648648648649,0.16756756756756758,0.12702702702702703
Sheep,Saudi Arabia,29,14,43,197,72,269,1376.780475737418,0.17194389042808741,0.15675675675675677,0.07567567567567568,0.11621621621621622
Sheep,Qatar,36,6,42,177,35,212,50.15540895178667,0.22366477186171227,0.1945945945945946,0.032432432432432434,0.11351351351351352
Sheep,Kuwait,29,11,40,133,50,183,1395.6413792500928,0.12710188146548915,0.15675675675675677,0.05945945945945946,0.10810810810810811
Sheep,Czechia,11,28,39,38,146,184,306.48463104233224,0.22465251115045048,0.05945945945945946,0.15135135135135136,0.10540540540540541
Sheep,Russian Federation,23,16,39,73,75,148,773.3634496192834,0.17229061562152498,0.12432432432432433,0.08648648648648649,0.10540540540540541
Sheep,South Africa,7,32,39,26,160,186,1331.63629115982,9.15072013985651e-4,0.03783783783783784,0.17297297297297298,0.10540540540540541
Sheep,Bulgaria,21,17,38,107,77,184,413.5981755250122,0.4862463096952695,0.11351351351351352,0.0918918918918919,0.10270270270270271
Sheep,Austria,12,25,37,106,119,225,322.6539135429608,0.5098310245447812,0.06486486486486487,0.13513513513513514,0.1
Sheep,Greece,19,18,37,124,93,217,303.756255749754,0.6375763952912333,0.10270270270270271,0.0972972972972973,0.1
Sheep,Poland,13,24,37,54,104,158,353.77544796706565,0.22982337944979556,0.07027027027027027,0.12972972972972974,0.1
Sheep,Niger,7,29,36,35,140,175,1020.72321830466,0.0023678904186728105,0.03783783783783784,0.15675675675675677,0.0972972972972973
Sheep,Lebanon,29,6,35,177,22,199,493.5633618621522,0.5541853107266376,0.15675675675675677,0.032432432432432434,0.0945945945945946
Sheep,India,4,30,34,12,99,111,1030.0458170902061,0.003970376206292548,0.021621621621621623,0.16216216216216217,0.0918918918918919
Sheep,Slovakia,12,21,33,63,105,168,212.76547849878497,0.2790836254930943,0.06486486486486487,0.11351351351351352,0.0891891891891892
Sheep,Bahrain,28,4,32,136,13,149,878.3402253059165,0.13448601795603768,0.15135135135135136,0.021621621621621623,0.08648648648648649
Sheep,"China, mainland",9,22,31,29,40,69,971.6784331202147,0.0020986093147527993,0.04864864864864865,0.11891891891891893,0.08378378378378379
Sheep,Jordan,23,8,31,122,69,191,210.7113914021884,0.18323166840661498,0.12432432432432433,0.043243243243243246,0.08378378378378379
Sheep,Oman,25,6,31,115,53,168,210.7334446672912,0.0848039910288008,0.13513513513513514,0.032432432432432434,0.08378378378378379
Sheep,Türkiye,15,16,31,64,38,102,823.3498010632115,0.1868514033376766,0.08108108108108109,0.08648648648648649,0.08378378378378379
Sheep,Georgia,13,16,29,27,74,101,279.70194339520765,0.04229283256012748,0.07027027027027027,0.08648648648648649,0.07837837837837838
Sheep,Iran (Islamic Republic of),22,7,29,54,57,111,449.72404045551855,0.1295282490728745,0.11891891891891893,0.03783783783783784,0.07837837837837838
Sheep,Egypt,12,16,28,29,32,61,1490.2359226561632,0.02622760730979665,0.06486486486486487,0.08648648648648649,0.07567567567567568
Sheep,Switzerland,13,15,28,98,65,163,846.0595466449953,0.5475107253506717,0.07027027027027027,0.08108108108108109,0.07567567567567568
Sheep,Croatia,11,15,26,63,54,117,150.08986632132917,0.2970521509119077,0.05945945945945946,0.08108108108108109,0.07027027027027027
Sheep,Ireland,7,19,26,36,107,143,379.1296348614441,0.16077168707787018,0.03783783783783784,0.10270270270270271,0.07027027027027027
Sheep,Libya,26,0,26,84,0,84,0,0.26416208389954415,0.14054054054054055,0,0.07027027027027027
Sheep,New Zealand,3,23,26,19,94,113,786.408810900558,0.0010221241687253541,0.016216216216216217,0.12432432432432433,0.07027027027027027
Sheep,Serbia,15,11,26,54,59,113,598.3970639010113,0.24860645937322354,0.08108108108108109,0.05945945945945946,0.07027027027027027
Sheep,Ethiopia,6,19,25,6,118,124,1329.2324619966998,0.004666595024538926,0.032432432432432434,0.10270270270270271,0.06756756756756757
Sheep,Ukraine,13,11,24,40,42,82,39.44094868706906,0.16094686237555023,0.07027027027027027,0.05945945945945946,0.06486486486486487
Sheep,United Republic of Tanzania,13,11,24,29,22,51,1918.8627888663698,0.01535902517502727,0.07027027027027027,0.05945945945945946,0.06486486486486487
Sheep,Denmark,9,13,22,26,44,70,282.56888250638247,0.1302230720663862,0.04864864864864865,0.07027027027027027,0.05945945945945946
Sheep,Sweden,10,12,22,21,25,46,734.7990350531477,0.09817989720799133,0.05405405405405406,0.06486486486486487,0.05945945945945946
Sheep,Canada,7,14,21,25,34,59,783.8941960991219,0.004746013579839074,0.03783783783783784,0.07567567567567568,0.05675675675675676
Sheep,Lithuania,9,12,21,27,37,64,105.3772151824784,0.12480130484476683,0.04864864864864865,0.06486486486486487,0.05675675675675676
Sheep,Cyprus,12,8,20,44,23,67,193.08191455648046,0.22055788504308824,0.06486486486486487,0.043243243243243246,0.05405405405405406
Sheep,Estonia,6,14,20,12,54,66,143.53730547225524,0.05275670312869816,0.032432432432432434,0.07567567567567568,0.05405405405405406
Sheep,Mali,3,17,20,17,64,81,133,0.0022572809606517734,0.016216216216216217,0.0918918918918919,0.05405405405405406
Sheep,Portugal,10,10,20,58,57,115,196.11621885669402,0.3437568684717907,0.05405405405405406,0.05405405405405406,0.05405405405405406
Sheep,Republic of Moldova,9,11,20,23,56,79,91.47394635461522,0.09312842707028433,0.04864864864864865,0.05945945945945946,0.05405405405405406
Sheep,Armenia,9,10,19,22,39,61,116.80213447570885,0.03740634107360345,0.04864864864864865,0.05405405405405406,0.051351351351351354
Sheep,Syrian Arab Republic,7,12,19,27,59,86,14.613461538461538,0.03955206158636075,0.03783783783783784,0.06486486486486487,0.051351351351351354
Sheep,Brazil,8,10,18,36,17,53,1962.0054219429016,5.747091674787029e-4,0.043243243243243246,0.05405405405405406,0.04864864864864865
Sheep,Israel,16,2,18,65,11,76,259.2277999777999,0.13748934263613616,0.08648648648648649,0.010810810810810811,0.04864864864864865
Sheep,Kazakhstan,5,13,18,32,48,80,12.495238095238093,0.026722467007313063,0.02702702702702703,0.07027027027027027,0.04864864864864865
Sheep,Latvia,9,9,18,29,23,52,297.1265996116459,0.11300468129789089,0.04864864864864865,0.04864864864864865,0.04864864864864865
Sheep,Malaysia,12,5,17,49,8,57,878.2718124361452,0.005306977318747279,0.06486486486486487,0.02702702702702703,0.04594594594594595
Sheep,Slovenia,8,9,17,16,46,62,23.846822621822614,0.08745527252972356,0.043243243243243246,0.04864864864864865,0.04594594594594595
Sheep,Kenya,6,10,16,21,27,48,327.8812270776517,0.0014142125351640155,0.032432432432432434,0.05405405405405406,0.043243243243243246
Sheep,Kyrgyzstan,8,8,16,12,45,57,487.2564581490193,0.021360475747677632,0.043243243243243246,0.043243243243243246,0.043243243243243246
Sheep,Belarus,13,2,15,38,5,43,56.53360084360085,0.0958248729243213,0.07027027027027027,0.010810810810810811,0.04054054054054054
Sheep,Bosnia and Herzegovina,13,2,15,63,5,68,60.01860117851497,0.19120805242085281,0.07027027027027027,0.010810810810810811,0.04054054054054054
Sheep,Burkina Faso,5,10,15,30,79,109,1083.635389887853,7.936620433768907e-4,0.02702702702702703,0.05405405405405406,0.04054054054054054
Sheep,Côte d'Ivoire,12,3,15,59,3,62,1258.5060015778279,0.023512051652379667,0.06486486486486487,0.016216216216216217,0.04054054054054054
Sheep,Nigeria,12,3,15,32,15,47,390.17212779652436,0.016939171529478915,0.06486486486486487,0.016216216216216217,0.04054054054054054
Sheep,North Macedonia,13,2,15,42,2,44,64.65320235320237,0.18092459844296363,0.07027027027027027,0.010810810810810811,0.04054054054054054
Sheep,Norway,7,8,15,23,12,35,325.17706788958515,0.04130359376403019,0.03783783783783784,0.043243243243243246,0.04054054054054054
Sheep,Pakistan,6,9,15,14,26,40,655.4430214434072,0.0041700987680134615,0.032432432432432434,0.04864864864864865,0.04054054054054054
Sheep,Senegal,10,5,15,34,12,46,1199.6125495504607,0.04765493924413486,0.05405405405405406,0.02702702702702703,0.04054054054054054
Sheep,Luxembourg,7,7,14,51,31,82,2.1873015873015875,0.32831288909372486,0.03783783783783784,0.03783783783783784,0.03783783783783784
Sheep,Uruguay,3,11,14,30,66,96,0,5.38389346787943e-4,0.016216216216216217,0.05945945945945946,0.03783783783783784
Sheep,Finland,9,4,13,18,9,27,72.38029192881064,0.08157076721884317,0.04864864864864865,0.021621621621621623,0.03513513513513514
Sheep,Iraq,12,1,13,24,1,25,23.148304473304467,0.04345064118303278,0.06486486486486487,0.005405405405405406,0.03513513513513514
Sheep,Mexico,4,9,13,24,31,55,365.26848706848705,0.001506855527640588,0.021621621621621623,0.04864864864864865,0.03513513513513514
Sheep,Azerbaijan,9,3,12,49,5,54,60.65152625152625,0.0677643970113446,0.04864864864864865,0.016216216216216217,0.032432432432432434
Sheep,Cameroon,6,6,12,13,29,42,193.6169874032777,0.011767753799129532,0.032432432432432434,0.032432432432432434,0.032432432432432434
Sheep,Indonesia,3,9,12,9,20,29,72.07568148226045,0.004948520954731766,0.016216216216216217,0.04864864864864865,0.032432432432432434
Sheep,Sudan,3,9,12,4,34,38,52.88871871423595,0.0034865096207947373,0.016216216216216217,0.04864864864864865,0.032432432432432434
Sheep,Togo,6,6,12,33,7,40,761.5795045765068,8.676253209414678e-4,0.032432432432432434,0.032432432432432434,0.032432432432432434
Sheep,Chile,7,4,11,21,9,30,516.8900793650794,0.005122565703899985,0.03783783783783784,0.021621621621621623,0.02972972972972973
