species,country,in_degree,out_degree,total_degree,in_strength,out_strength,total_strength,betweenness,eigen_centrality,in_degree_norm,out_degree_norm,total_degree_norm
Horses,"China, mainland",42,64,106,260,174,434,1698.2021887254052,0.41113236836239586,0.21761658031088082,0.3316062176165803,0.27461139896373055
Horses,India,40,66,106,167,198,365,1951.8187192172647,0.30750368148468493,0.20725388601036268,0.34196891191709844,0.27461139896373055
Horses,Hungary,43,61,104,207,300,507,868.5190790326704,0.3715335826382081,0.22279792746113988,0.3160621761658031,0.2694300518134715
Horses,Poland,43,58,101,293,446,739,540.6725082649843,0.49529605563413676,0.22279792746113988,0.3005181347150259,0.2616580310880829
Horses,Australia,38,54,92,233,434,667,996.4019987357809,0.3973613325924898,0.19689119170984457,0.27979274611398963,0.23834196891191708
Horses,Czechia,36,56,92,232,274,506,721.2928176445133,0.4473948058750855,0.18652849740932642,0.29015544041450775,0.23834196891191708
Horses,Austria,41,49,90,257,270,527,148.83136697096936,0.44081278916930083,0.21243523316062177,0.2538860103626943,0.23316062176165803
Horses,Norway,45,44,89,383,282,665,507.20037689687854,0.6077031740104606,0.23316062176165803,0.22797927461139897,0.23056994818652848
Horses,Japan,39,43,82,241,208,449,941.9761854729983,0.4372483455485176,0.20207253886010362,0.22279792746113988,0.21243523316062177
Horses,Türkiye,44,37,81,277,134,411,409.0165958906847,0.4841322577930718,0.22797927461139897,0.19170984455958548,0.20984455958549222
Horses,Qatar,44,34,78,259,198,457,412.17702401248613,0.44408427016844215,0.22797927461139897,0.17616580310880828,0.20207253886010362
Horses,Bulgaria,36,40,76,160,159,319,466.77109178581634,0.2833501483337993,0.18652849740932642,0.20725388601036268,0.19689119170984457
Horses,Chile,31,43,74,195,242,437,495.6823784431312,0.3603978639676452,0.16062176165803108,0.22279792746113988,0.19170984455958548
Horses,Saudi Arabia,41,33,74,260,150,410,719.6930329515191,0.46024118452889723,0.21243523316062177,0.17098445595854922,0.19170984455958548
Horses,Slovakia,36,38,74,205,162,367,341.1410528149826,0.3849799409630698,0.18652849740932642,0.19689119170984457,0.19170984455958548
Horses,Luxembourg,33,40,73,185,163,348,495.2957612035123,0.3604240497625296,0.17098445595854922,0.20725388601036268,0.18911917098445596
Horses,Portugal,22,50,72,143,254,397,182.89762910591716,0.3106138837258984,0.11398963730569948,0.25906735751295334,0.18652849740932642
Horses,Mexico,36,34,70,273,180,453,442.0499226638851,0.435504077616492,0.18652849740932642,0.17616580310880828,0.18134715025906736
Horses,New Zealand,26,44,70,124,303,427,528.7501900151594,0.22634261448438794,0.13471502590673576,0.22797927461139897,0.18134715025906736
Horses,Ukraine,30,39,69,129,152,281,269.7624735589834,0.23728661460497089,0.15544041450777202,0.20207253886010362,0.17875647668393782
Horses,Israel,33,33,66,192,105,297,311.7143282697762,0.3869703845261232,0.17098445595854922,0.17098445595854922,0.17098445595854922
Horses,Malaysia,33,30,63,197,113,310,696.3681501817974,0.32544160721161414,0.17098445595854922,0.15544041450777202,0.16321243523316062
Horses,Bahrain,44,17,61,229,109,338,676.5010460509886,0.4020539097819064,0.22797927461139897,0.08808290155440414,0.15803108808290156
Horses,Jordan,35,26,61,198,147,345,177.51064740480302,0.34366753038968467,0.18134715025906736,0.13471502590673576,0.15803108808290156
Horses,Republic of Korea,35,26,61,206,75,281,287.65144595457525,0.37617403324760296,0.18134715025906736,0.13471502590673576,0.15803108808290156
Horses,Singapore,33,28,61,265,151,416,113.10339945894567,0.4289589617380074,0.17098445595854922,0.14507772020725387,0.15803108808290156
Horses,Uruguay,20,39,59,120,236,356,124.84460295684475,0.22278740145382786,0.10362694300518134,0.20207253886010362,0.15284974093264247
Horses,Belarus,29,29,58,147,117,264,306.94730954477376,0.2503610692509924,0.15025906735751296,0.15025906735751296,0.15025906735751296
Horses,Slovenia,32,26,58,136,125,261,308.88311001939144,0.2278298096611567,0.16580310880829016,0.13471502590673576,0.15025906735751296
Horses,United Republic of Tanzania,30,28,58,96,61,157,695.1885748912147,0.1256717652343838,0.15544041450777202,0.14507772020725387,0.15025906735751296
Horses,Kazakhstan,40,17,57,219,73,292,442.784116050867,0.36112890208736675,0.20725388601036268,0.08808290155440414,0.14766839378238342
Horses,Serbia,30,27,57,210,165,375,76.55889818996206,0.36454395783374177,0.15544041450777202,0.13989637305699482,0.14766839378238342
Horses,Croatia,29,27,56,170,119,289,265.6943573470847,0.2991941008954282,0.15025906735751296,0.13989637305699482,0.14507772020725387
Horses,"China, Hong Kong SAR",29,26,55,159,154,313,247.1942317677679,0.2527474159949772,0.15025906735751296,0.13471502590673576,0.14248704663212436
Horses,Romania,27,28,55,129,120,249,187.7392696191378,0.25328070884127135,0.13989637305699482,0.14507772020725387,0.14248704663212436
Horses,Finland,28,24,52,199,108,307,197.16948202534203,0.364768369143322,0.14507772020725387,0.12435233160621761,0.13471502590673576
